,Age,Activity,Arban
998,40.0,0.82,1.0
999,40.0,1.08,0.0
1000,40.0,1.04,1.0
1001,40.0,1.16,1.0
1002,40.0,0.8,1.0
1003,30.0,1.04,1.0
1004,50.0,0.88,1.0
1005,40.0,0.76,0.0
1006,30.0,1.0,0.0
1007,40.0,1.04,0.0
1008,50.0,1.04,1.0
1009,40.0,1.1,0.0
1010,40.0,1.0,1.0
1011,40.0,0.92,0.0
1012,30.0,1.06,1.0
1013,30.0,0.86,0.0
1014,40.0,1.08,0.0
1015,50.0,1.18,1.0
1016,30.0,1.02,0.0
1017,30.0,0.9,0.0
1018,30.0,0.96,1.0
1019,40.0,1.04,1.0
1020,40.0,1.04,0.0
1021,20.0,0.92,0.0
1022,40.0,1.04,1.0
1023,50.0,1.08,1.0
1024,30.0,1.0,1.0
1025,30.0,0.92,1.0
1026,50.0,0.98,1.0
1027,30.0,0.8,0.0
1028,40.0,0.86,0.0
1029,40.0,0.92,1.0
1030,40.0,0.84,0.0
1031,40.0,1.04,0.0
1032,40.0,1.12,1.0
1033,50.0,0.98,1.0
1034,30.0,0.92,1.0
1035,30.0,0.9,1.0
1036,40.0,1.0,0.0
1037,40.0,1.12,0.0
1038,40.0,1.0,1.0
1039,30.0,1.0,1.0
1040,30.0,0.96,0.0
1041,40.0,1.06,0.0
1042,40.0,1.1,1.0
1043,40.0,1.04,0.0
1044,30.0,0.88,0.0
1045,30.0,1.04,1.0
1046,40.0,0.88,1.0
1047,40.0,0.88,1.0
1048,30.0,1.06,1.0
1049,40.0,1.1,0.0
1050,50.0,1.0,1.0
1051,30.0,1.0,1.0
1052,30.0,1.12,1.0
1053,40.0,1.14,1.0
1054,40.0,1.0,1.0
1055,30.0,0.92,0.0
1056,20.0,0.84,0.0
1057,40.0,1.04,1.0
1058,40.0,1.06,1.0
1059,40.0,1.08,1.0
1060,40.0,0.92,1.0
1061,40.0,0.88,1.0
1062,40.0,1.08,0.0
1063,30.0,0.88,1.0
1064,30.0,1.12,0.0
1065,40.0,1.0,1.0
1066,40.0,0.96,1.0
1067,40.0,1.0,1.0
1068,30.0,1.0,0.0
1069,30.0,0.92,0.0
1070,30.0,0.92,1.0
1071,40.0,0.86,0.0
1072,30.0,0.96,0.0
1073,50.0,0.92,0.0
1074,40.0,1.04,1.0
1075,30.0,0.98,1.0
1076,50.0,0.8,1.0
1077,40.0,1.04,1.0
1078,40.0,0.78,1.0
1079,40.0,0.84,1.0
1080,40.0,1.12,1.0
1081,40.0,1.04,0.0
1082,50.0,1.04,0.0
1083,40.0,1.02,1.0
1084,40.0,1.0,0.0
1085,50.0,0.9,1.0
1086,40.0,1.18,0.0
1087,40.0,0.92,0.0
1088,40.0,1.0,1.0
1089,30.0,1.0,1.0
1090,40.0,0.94,0.0
1091,40.0,0.96,1.0
1092,50.0,1.18,1.0
1093,30.0,0.96,0.0
1094,30.0,1.18,1.0
1095,40.0,1.04,0.0
1096,40.0,0.96,0.0
1097,40.0,0.84,0.0
1098,50.0,1.04,0.0
1099,40.0,1.14,1.0
1100,40.0,0.92,1.0
1101,20.0,0.96,0.0
1102,50.0,0.98,0.0
1103,40.0,1.18,0.0
1104,30.0,1.18,1.0
1105,40.0,1.12,1.0
1106,40.0,0.92,1.0
1107,40.0,0.92,1.0
1108,40.0,0.84,0.0
1109,40.0,1.04,0.0
1110,40.0,0.9,1.0
1111,40.0,1.0,0.0
1112,30.0,0.92,1.0
1113,30.0,0.92,0.0
1114,30.0,0.92,0.0
1115,30.0,1.0,0.0
1116,30.0,1.02,0.0
1117,40.0,0.84,0.0
1118,30.0,1.0,1.0
1119,50.0,0.94,1.0
1120,20.0,1.18,1.0
1121,40.0,1.02,0.0
1122,40.0,1.0,0.0
1123,40.0,1.04,0.0
1124,40.0,0.96,1.0
1125,40.0,1.0,1.0
1126,40.0,1.1,1.0
1127,30.0,1.04,1.0
1128,40.0,0.88,0.0
1129,40.0,1.04,1.0
1130,40.0,0.84,1.0
1131,40.0,1.04,0.0
1132,40.0,1.04,0.0
1133,30.0,1.0,0.0
1134,30.0,0.84,0.0
1135,40.0,1.04,0.0
1136,30.0,1.04,1.0
1137,30.0,0.92,1.0
1138,40.0,1.12,1.0
1139,30.0,0.9,0.0
1140,40.0,1.04,0.0
1141,50.0,1.12,1.0
1142,40.0,0.96,1.0
1143,30.0,1.04,0.0
1144,40.0,1.08,1.0
1145,30.0,0.9,0.0
1146,40.0,1.0,0.0
1147,40.0,1.0,1.0
1148,40.0,1.06,1.0
1149,40.0,1.14,1.0
1150,40.0,1.06,0.0
1151,30.0,0.92,0.0
1152,30.0,1.08,0.0
1153,40.0,0.92,1.0
1154,40.0,1.12,1.0
1155,30.0,0.98,1.0
1156,50.0,0.76,1.0
1157,30.0,1.0,0.0
1158,40.0,1.1,1.0
1159,30.0,0.92,0.0
1160,40.0,0.92,1.0
1161,40.0,0.86,0.0
1162,30.0,0.92,1.0
1163,30.0,0.96,1.0
1164,30.0,0.9,0.0
1165,30.0,1.08,0.0
1166,40.0,1.0,1.0
1167,30.0,1.04,0.0
1168,40.0,1.12,0.0
1169,30.0,1.0,0.0
1170,30.0,0.96,0.0
1171,30.0,1.0,0.0
1172,30.0,1.08,0.0
1173,30.0,1.08,1.0
1174,30.0,1.0,1.0
1175,40.0,1.0,0.0
1176,40.0,1.12,1.0
1177,30.0,0.9,0.0
1178,40.0,1.04,0.0
1179,40.0,1.0,0.0
1180,40.0,0.92,0.0
1181,40.0,1.0,1.0
1182,30.0,0.9,0.0
1183,40.0,1.12,1.0
1184,50.0,1.02,1.0
1185,40.0,1.0,0.0
1186,30.0,1.0,1.0
1187,50.0,1.04,0.0
1188,50.0,1.04,1.0
1189,40.0,1.0,0.0
1190,40.0,1.12,0.0
1191,40.0,1.08,0.0
1192,40.0,1.04,0.0
1193,40.0,1.04,0.0
1194,40.0,0.96,0.0
1195,30.0,0.88,0.0
1196,30.0,0.92,1.0
1197,40.0,0.94,1.0
1198,30.0,1.24,1.0
1199,40.0,1.08,1.0
1200,30.0,0.92,1.0
1201,30.0,0.88,0.0
1202,30.0,0.92,1.0
1203,40.0,0.96,1.0
1204,40.0,1.04,0.0
1205,30.0,1.0,1.0
1206,40.0,0.96,1.0
1207,50.0,1.12,0.0
1208,40.0,0.96,1.0
1209,40.0,1.2,1.0
1210,40.0,1.14,1.0
1211,40.0,0.96,1.0
1212,40.0,1.16,1.0
1213,40.0,0.88,0.0
1214,30.0,0.94,1.0
1215,30.0,0.88,1.0
1216,40.0,0.92,1.0
1217,30.0,1.1,0.0
1218,40.0,0.88,1.0
1219,50.0,1.08,0.0
1220,40.0,1.08,1.0
1221,40.0,0.82,1.0
1222,40.0,0.86,0.0
1223,40.0,1.22,1.0
1224,30.0,1.04,0.0
1225,40.0,1.1,1.0
1226,30.0,0.92,1.0
1227,30.0,0.96,0.0
1228,30.0,1.0,0.0
1229,40.0,0.92,1.0
1230,30.0,0.96,0.0
1231,30.0,1.16,1.0
1232,30.0,0.92,1.0
1233,40.0,1.12,0.0
1234,30.0,1.12,1.0
1235,50.0,1.08,1.0
1236,40.0,1.0,0.0
1237,30.0,0.92,0.0
1238,50.0,0.92,0.0
1239,30.0,1.12,1.0
1240,50.0,1.2,0.0
1241,50.0,1.08,0.0
1242,40.0,1.22,1.0
1243,40.0,1.04,1.0
1244,50.0,0.8,0.0
1245,20.0,0.96,0.0
1246,30.0,1.0,1.0
1247,30.0,0.96,0.0
1248,40.0,0.96,0.0
1249,40.0,0.92,0.0
1250,30.0,1.0,1.0
1251,40.0,1.04,1.0
1252,30.0,0.98,0.0
1253,30.0,1.04,0.0
1254,30.0,0.98,1.0
1255,30.0,0.98,1.0
1256,30.0,0.88,0.0
1257,40.0,0.78,0.0
1258,40.0,0.92,0.0
1259,40.0,0.96,1.0
1260,40.0,1.0,1.0
1261,20.0,1.0,0.0
1262,30.0,0.8,1.0
1263,30.0,1.12,1.0
1264,40.0,0.96,0.0
1265,40.0,1.0,0.0
1266,30.0,1.02,1.0
1267,40.0,0.88,1.0
1268,30.0,1.0,0.0
1269,40.0,0.84,1.0
1270,30.0,0.96,1.0
1271,50.0,1.08,1.0
1272,50.0,1.24,0.0
1273,30.0,0.88,0.0
1274,30.0,0.92,0.0
1275,30.0,0.92,0.0
1276,30.0,0.98,0.0
1277,30.0,0.96,0.0
1278,30.0,1.04,1.0
1279,40.0,0.86,1.0
1280,30.0,0.88,0.0
1281,40.0,1.0,1.0
1282,30.0,0.94,1.0
1283,30.0,1.06,0.0
1284,30.0,1.02,1.0
1285,30.0,0.98,1.0
1286,30.0,0.82,1.0
1287,50.0,1.28,0.0
1288,40.0,1.1,0.0
1289,30.0,1.1,1.0
1290,30.0,0.98,0.0
1291,20.0,1.0,1.0
1292,40.0,0.96,1.0
1293,40.0,1.04,1.0
1294,30.0,1.04,1.0
1295,40.0,1.02,0.0
1296,30.0,1.0,0.0
1297,40.0,1.0,1.0
1298,50.0,1.14,1.0
1299,50.0,0.84,0.0
1300,40.0,1.08,1.0
1301,40.0,1.0,1.0
1302,20.0,1.0,0.0
1303,20.0,0.94,0.0
1304,30.0,0.8,1.0
1305,30.0,1.04,1.0
1306,30.0,0.86,1.0
1307,40.0,1.1,0.0
1308,40.0,0.88,1.0
1309,40.0,0.94,1.0
1310,50.0,1.16,1.0
1311,30.0,1.04,1.0
1312,30.0,1.32,1.0
1313,40.0,0.96,0.0
1314,30.0,1.2,0.0
1315,30.0,1.0,0.0
1316,40.0,1.22,0.0
1317,40.0,1.02,0.0
1318,30.0,0.96,1.0
1319,50.0,1.0,0.0
1320,30.0,0.96,0.0
1321,40.0,0.86,1.0
1322,50.0,0.96,0.0
1323,50.0,0.9,1.0
1324,40.0,0.98,0.0
1325,30.0,1.0,0.0
1326,40.0,0.92,1.0
1327,40.0,1.0,0.0
1328,30.0,0.98,0.0
1329,30.0,0.96,1.0
1330,50.0,1.02,1.0
1331,30.0,1.0,1.0
1332,30.0,1.0,0.0
1333,40.0,1.04,1.0
1334,40.0,1.04,1.0
1335,50.0,1.0,0.0
1336,30.0,0.84,0.0
1337,30.0,0.92,0.0
1338,30.0,1.08,0.0
1339,40.0,1.08,0.0
1340,40.0,1.04,0.0
1341,40.0,0.92,1.0
1342,40.0,1.02,1.0
1343,40.0,1.16,0.0
1344,30.0,0.92,1.0
1345,50.0,1.08,0.0
1346,30.0,0.98,0.0
1347,40.0,0.92,1.0
1348,40.0,0.96,0.0
1349,30.0,1.06,0.0
1350,40.0,0.96,1.0
1351,30.0,0.94,0.0
1352,40.0,1.14,1.0
1353,50.0,0.96,1.0
1354,30.0,1.0,0.0
1355,50.0,0.96,0.0
1356,40.0,1.18,0.0
1357,40.0,0.96,0.0
1358,50.0,0.96,1.0
1359,40.0,0.96,1.0
1360,40.0,0.86,1.0
1361,40.0,1.14,0.0
1362,30.0,1.0,0.0
1363,30.0,0.94,0.0
1364,40.0,1.26,1.0
1365,30.0,0.98,0.0
1366,50.0,0.88,1.0
1367,40.0,1.02,0.0
1368,40.0,1.0,1.0
1369,40.0,0.98,0.0
1370,40.0,1.02,1.0
1371,40.0,1.12,1.0
1372,50.0,0.96,1.0
1373,30.0,0.96,0.0
1374,40.0,1.02,1.0
1375,30.0,1.14,0.0
1376,30.0,0.96,1.0
1377,40.0,0.96,1.0
1378,40.0,1.1,1.0
1379,40.0,0.88,0.0
1380,30.0,1.16,1.0
1381,50.0,0.94,1.0
1382,40.0,1.0,1.0
1383,30.0,0.98,1.0
1384,40.0,1.0,1.0
1385,50.0,0.96,1.0
1386,40.0,1.0,0.0
1387,40.0,0.88,1.0
1388,40.0,1.02,1.0
1389,40.0,0.96,0.0
1390,30.0,1.24,0.0
1391,40.0,0.92,1.0
1392,40.0,0.84,1.0
1393,30.0,0.9,0.0
1394,40.0,0.92,0.0
1395,40.0,1.04,0.0
1396,40.0,0.92,1.0
1397,40.0,1.2,0.0
1398,40.0,0.92,1.0
1399,40.0,0.9,0.0
1400,30.0,0.88,0.0
1401,20.0,0.88,1.0
1402,40.0,1.14,1.0
1403,30.0,0.92,0.0
1404,40.0,0.88,1.0
1405,40.0,0.9,1.0
1406,30.0,1.0,1.0
1407,30.0,1.02,0.0
1408,30.0,1.0,0.0
1409,20.0,0.98,0.0
1410,30.0,0.96,1.0
1411,40.0,1.04,1.0
1412,30.0,0.98,0.0
1413,50.0,0.88,1.0
1414,50.0,0.96,1.0
1415,40.0,1.04,0.0
1416,40.0,0.96,0.0
1417,40.0,0.9,0.0
1418,30.0,1.04,1.0
1419,50.0,0.94,0.0
1420,30.0,1.0,1.0
1421,40.0,0.88,1.0
1422,40.0,0.96,1.0
1423,30.0,1.14,1.0
1424,40.0,1.06,0.0
1425,30.0,1.08,0.0
1426,50.0,1.04,1.0
1427,50.0,1.12,0.0
1428,40.0,0.92,0.0
1429,50.0,0.92,1.0
1430,40.0,0.9,0.0
1431,30.0,0.96,0.0
1432,40.0,1.06,1.0
1433,40.0,1.08,0.0
1434,40.0,1.0,0.0
1435,40.0,1.04,1.0
1436,40.0,0.96,0.0
1437,40.0,1.04,0.0
1438,40.0,0.98,0.0
1439,40.0,0.88,0.0
1440,50.0,1.12,0.0
1441,50.0,0.9,1.0
1442,30.0,1.0,0.0
1443,30.0,0.88,0.0
1444,40.0,1.08,0.0
1445,30.0,1.04,0.0
1446,40.0,0.88,1.0
1447,40.0,1.1,0.0
1448,40.0,0.96,0.0
1449,30.0,1.12,0.0
1450,50.0,1.1,0.0
1451,20.0,1.1,0.0
1452,40.0,1.04,0.0
1453,30.0,1.06,0.0
1454,30.0,1.18,0.0
1455,30.0,0.88,1.0
1456,40.0,1.04,1.0
1457,40.0,0.92,0.0
1458,40.0,1.0,0.0
1459,40.0,0.92,0.0
1460,50.0,1.02,1.0
1461,40.0,0.9,1.0
1462,40.0,1.0,1.0
1463,30.0,1.16,0.0
1464,30.0,1.04,0.0
1465,40.0,1.1,1.0
1466,40.0,0.92,1.0
1467,30.0,1.24,0.0
1468,40.0,0.96,1.0
1469,40.0,0.9,1.0
1470,30.0,1.0,1.0
1471,40.0,1.04,1.0
1472,40.0,1.12,1.0
1473,40.0,1.12,1.0
1474,40.0,0.9,1.0
1475,30.0,0.92,1.0
1476,30.0,1.0,0.0
1477,30.0,1.08,1.0
1478,30.0,1.04,0.0
1479,40.0,1.04,0.0
1480,40.0,0.98,0.0
1481,40.0,0.96,1.0
1482,50.0,1.04,1.0
1483,40.0,1.06,1.0
1484,40.0,0.92,0.0
1485,40.0,1.02,0.0
1486,40.0,0.92,1.0
1487,40.0,1.12,0.0
1488,50.0,1.04,1.0
1489,40.0,0.96,1.0
1490,50.0,0.92,1.0
1491,40.0,1.04,0.0
1492,30.0,1.06,1.0
1493,40.0,0.98,1.0
1494,30.0,0.92,1.0
1495,30.0,0.96,1.0
1496,30.0,0.9,0.0
1497,20.0,1.0,1.0
1498,40.0,0.88,1.0
1499,40.0,0.86,1.0
1500,30.0,1.0,0.0
1501,40.0,0.94,0.0
1502,30.0,1.2,0.0
1503,40.0,1.08,1.0
1504,30.0,1.1,0.0
1505,30.0,0.98,0.0
1506,40.0,1.12,1.0
1507,40.0,1.0,0.0
1508,40.0,1.22,1.0
1509,30.0,0.84,1.0
1510,30.0,1.1,1.0
1511,30.0,0.96,0.0
1512,40.0,0.94,1.0
1513,50.0,0.96,1.0
1514,40.0,1.12,1.0
1515,30.0,1.0,0.0
1516,40.0,1.0,0.0
1517,40.0,1.12,1.0
1518,40.0,1.04,1.0
1519,30.0,0.96,1.0
1520,30.0,1.06,1.0
1521,50.0,1.04,1.0
1522,30.0,1.12,1.0
1523,40.0,0.9,0.0
1524,40.0,0.84,1.0
1525,40.0,1.04,1.0
1526,40.0,1.1,0.0
1527,40.0,0.96,1.0
1528,40.0,1.04,1.0
1529,30.0,1.08,1.0
1530,40.0,1.16,1.0
1531,30.0,0.96,1.0
1532,30.0,1.1,0.0
1533,40.0,0.9,1.0
1534,30.0,0.96,0.0
1535,30.0,1.04,0.0
1536,40.0,1.04,0.0
1537,40.0,1.08,1.0
1538,50.0,0.96,1.0
1539,40.0,0.88,0.0
1540,40.0,0.92,1.0
1541,40.0,0.84,1.0
1542,40.0,1.12,1.0
1543,30.0,0.9,1.0
1544,30.0,1.1,0.0
1545,30.0,0.92,1.0
1546,30.0,1.0,0.0
1547,30.0,0.98,1.0
1548,30.0,1.1,0.0
1549,30.0,1.08,1.0
1550,40.0,1.06,1.0
1551,30.0,1.1,1.0
1552,40.0,1.06,0.0
1553,30.0,1.0,0.0
1554,50.0,1.08,0.0
1555,20.0,1.14,0.0
1556,40.0,0.94,1.0
1557,40.0,1.08,1.0
1558,40.0,1.0,1.0
1559,40.0,1.06,1.0
1560,40.0,1.02,0.0
1561,30.0,0.98,0.0
1562,40.0,0.94,1.0
1563,30.0,1.0,1.0
1564,30.0,1.24,0.0
1565,40.0,1.04,0.0
1566,40.0,1.0,0.0
1567,30.0,1.0,1.0
1568,30.0,1.0,0.0
1569,40.0,1.02,1.0
1570,30.0,0.9,0.0
1571,40.0,0.96,1.0
1572,50.0,1.1,1.0
1573,40.0,0.98,0.0
1574,20.0,1.08,0.0
1575,50.0,0.94,1.0
1576,30.0,1.0,0.0
1577,30.0,1.04,1.0
1578,40.0,0.92,1.0
1579,40.0,0.94,0.0
1580,40.0,1.0,0.0
1581,40.0,1.04,0.0
1582,30.0,1.0,0.0
1583,40.0,1.04,0.0
1584,40.0,1.2,1.0
1585,40.0,1.0,1.0
1586,30.0,1.1,0.0
1587,30.0,0.92,1.0
1588,40.0,0.92,0.0
1589,40.0,0.94,0.0
1590,30.0,0.96,1.0
1591,40.0,0.92,1.0
1592,40.0,0.96,0.0
1593,40.0,1.06,0.0
1594,30.0,0.92,1.0
1595,30.0,0.96,0.0
1596,40.0,0.88,1.0
1597,40.0,1.08,0.0
1598,30.0,0.92,0.0
1599,40.0,0.88,0.0
1600,30.0,0.9,1.0
1601,40.0,0.78,1.0
1602,40.0,0.92,0.0
1603,40.0,1.08,1.0
1604,40.0,0.88,1.0
1605,30.0,1.12,1.0
1606,50.0,0.86,0.0
1607,30.0,0.96,1.0
1608,30.0,0.96,1.0
1609,40.0,1.08,1.0
1610,30.0,1.08,1.0
1611,40.0,0.92,0.0
1612,20.0,0.86,0.0
1613,40.0,0.98,1.0
1614,40.0,0.92,0.0
1615,40.0,0.76,0.0
1616,40.0,1.0,0.0
1617,40.0,0.92,1.0
1618,40.0,1.12,0.0
1619,40.0,0.98,0.0
1620,40.0,1.2,1.0
1621,30.0,0.96,0.0
1622,20.0,1.0,0.0
1623,40.0,1.0,0.0
1624,50.0,0.86,1.0
1625,30.0,1.0,1.0
1626,40.0,1.24,1.0
1627,40.0,1.08,1.0
1628,30.0,0.96,0.0
1629,40.0,0.98,0.0
1630,40.0,1.24,1.0
1631,40.0,0.94,0.0
1632,40.0,0.96,0.0
1633,20.0,0.98,1.0
1634,40.0,0.88,1.0
1635,40.0,1.08,0.0
1636,30.0,0.96,0.0
1637,30.0,0.86,1.0
1638,30.0,1.18,0.0
1639,30.0,0.76,1.0
1640,40.0,1.12,1.0
1641,30.0,1.18,1.0
1642,30.0,0.88,0.0
1643,50.0,0.82,0.0
1644,30.0,0.92,1.0
1645,40.0,0.96,0.0
1646,40.0,1.06,1.0
1647,30.0,1.04,0.0
1648,30.0,1.1,1.0
1649,30.0,0.96,1.0
1650,40.0,1.02,0.0
1651,40.0,1.02,1.0
1652,30.0,1.0,1.0
1653,50.0,0.92,1.0
1654,30.0,1.0,1.0
1655,30.0,0.92,0.0
1656,40.0,1.34,0.0
1657,40.0,0.94,0.0
1658,50.0,0.98,0.0
1659,40.0,1.0,0.0
1660,40.0,1.12,0.0
1661,30.0,1.0,1.0
1662,40.0,1.0,1.0
1663,40.0,0.98,0.0
1664,50.0,1.16,1.0
1665,40.0,0.96,0.0
1666,40.0,0.96,0.0
1667,30.0,0.94,0.0
1668,30.0,0.88,1.0
1669,40.0,1.0,0.0
1670,30.0,0.96,1.0
1671,40.0,1.1,0.0
1672,30.0,1.08,0.0
1673,40.0,0.94,1.0
1674,30.0,0.96,1.0
1675,40.0,1.04,1.0
1676,40.0,1.04,0.0
1677,30.0,1.12,0.0
1678,30.0,0.98,1.0
1679,30.0,1.16,0.0
1680,40.0,1.04,1.0
1681,30.0,1.12,0.0
1682,40.0,1.14,1.0
1683,30.0,1.08,0.0
1684,30.0,1.06,1.0
1685,50.0,1.04,1.0
1686,40.0,1.14,0.0
1687,30.0,1.24,1.0
1688,50.0,1.04,0.0
1689,40.0,1.04,1.0
1690,50.0,0.96,1.0
1691,40.0,1.04,0.0
1692,40.0,0.98,0.0
1693,30.0,0.9,0.0
1694,30.0,0.9,1.0
1695,40.0,1.1,1.0
1696,30.0,0.96,1.0
1697,50.0,1.1,1.0
1698,50.0,0.92,1.0
1699,40.0,1.24,0.0
1700,50.0,0.94,1.0
1701,40.0,1.1,1.0
1702,40.0,0.88,1.0
1703,30.0,0.88,1.0
1704,40.0,1.08,0.0
1705,40.0,0.96,0.0
1706,40.0,1.04,0.0
1707,50.0,0.92,1.0
1708,40.0,1.04,0.0
1709,40.0,0.96,0.0
1710,40.0,1.0,1.0
1711,50.0,1.1,0.0
1712,40.0,1.0,1.0
1713,40.0,1.1,1.0
1714,40.0,1.06,0.0
1715,30.0,0.86,0.0
1716,40.0,1.0,1.0
1717,50.0,0.88,0.0
1718,40.0,1.0,1.0
1719,40.0,0.92,0.0
1720,40.0,0.96,1.0
1721,40.0,1.0,1.0
1722,30.0,0.84,0.0
1723,30.0,0.96,1.0
1724,30.0,0.88,1.0
1725,40.0,0.98,1.0
1726,40.0,0.84,1.0
1727,30.0,1.12,0.0
1728,30.0,1.04,0.0
1729,40.0,1.0,0.0
1730,30.0,1.04,1.0
1731,40.0,1.12,0.0
1732,40.0,0.96,1.0
1733,40.0,0.92,0.0
1734,30.0,0.88,0.0
1735,40.0,1.04,1.0
1736,30.0,0.96,1.0
1737,40.0,0.86,0.0
1738,30.0,1.12,1.0
1739,30.0,0.84,1.0
1740,40.0,1.1,1.0
1741,50.0,1.04,0.0
1742,40.0,0.88,1.0
1743,40.0,1.0,1.0
1744,30.0,1.28,1.0
1745,40.0,1.12,0.0
1746,40.0,1.16,1.0
1747,30.0,0.92,1.0
1748,30.0,0.92,1.0
1749,40.0,1.12,0.0
1750,50.0,0.84,1.0
1751,30.0,1.28,1.0
1752,30.0,1.0,0.0
1753,30.0,0.84,1.0
1754,30.0,1.02,0.0
1755,30.0,1.0,0.0
1756,30.0,1.04,0.0
1757,30.0,1.14,1.0
1758,40.0,1.1,1.0
1759,50.0,1.0,1.0
1760,30.0,0.94,0.0
1761,20.0,1.2,1.0
1762,30.0,0.82,0.0
1763,40.0,1.06,1.0
1764,40.0,0.98,0.0
1765,40.0,0.9,0.0
1766,50.0,1.08,1.0
1767,40.0,1.04,1.0
1768,30.0,1.04,1.0
1769,40.0,0.96,0.0
1770,30.0,1.04,1.0
1771,40.0,1.12,0.0
1772,50.0,1.02,1.0
1773,40.0,0.96,0.0
1774,20.0,0.94,0.0
1775,40.0,1.0,1.0
1776,40.0,1.1,0.0
1777,20.0,1.06,0.0
1778,40.0,0.96,0.0
1779,30.0,1.1,0.0
1780,40.0,1.12,1.0
1781,30.0,1.12,0.0
1782,40.0,0.9,1.0
1783,40.0,0.94,0.0
1784,40.0,1.02,0.0
1785,40.0,0.98,1.0
1786,30.0,1.04,1.0
1787,40.0,0.94,1.0
1788,30.0,1.02,1.0
1789,40.0,1.04,1.0
1790,40.0,0.96,1.0
1791,30.0,0.94,0.0
1792,40.0,1.0,1.0
1793,40.0,0.96,0.0
1794,30.0,0.88,0.0
1795,30.0,1.16,1.0
1796,40.0,1.04,0.0
1797,30.0,0.96,0.0
1798,40.0,0.96,0.0
1799,30.0,1.1,1.0
1800,40.0,0.98,1.0
1801,40.0,1.28,0.0
1802,30.0,1.0,0.0
1803,40.0,0.96,1.0
1804,40.0,1.0,1.0
1805,50.0,0.8,1.0
1806,40.0,0.82,1.0
1807,40.0,1.0,1.0
1808,30.0,0.98,1.0
1809,40.0,0.88,0.0
1810,20.0,1.16,1.0
1811,30.0,0.96,0.0
1812,50.0,1.04,1.0
1813,40.0,1.12,0.0
1814,30.0,0.88,0.0
1815,50.0,0.92,0.0
1816,40.0,1.08,1.0
1817,30.0,1.1,0.0
1818,40.0,0.98,1.0
1819,40.0,1.32,0.0
1820,40.0,1.04,1.0
1821,30.0,0.94,0.0
1822,30.0,1.04,1.0
1823,50.0,0.96,1.0
1824,40.0,1.04,0.0
1825,50.0,0.94,0.0
1826,40.0,1.18,0.0
1827,30.0,0.8,0.0
1828,30.0,0.88,0.0
1829,30.0,0.92,0.0
1830,30.0,0.96,0.0
1831,40.0,0.98,1.0
1832,40.0,1.08,1.0
1833,40.0,0.96,1.0
1834,40.0,1.0,0.0
1835,20.0,0.98,1.0
1836,40.0,1.04,0.0
1837,40.0,1.08,1.0
1838,40.0,1.04,1.0
1839,30.0,0.84,0.0
1840,20.0,1.04,0.0
1841,20.0,0.98,1.0
1842,30.0,1.02,1.0
1843,40.0,1.1,0.0
1844,40.0,0.96,1.0
1845,50.0,1.0,1.0
1846,40.0,0.72,1.0
1847,30.0,1.26,0.0
1848,40.0,0.94,0.0
1849,40.0,1.1,0.0
1850,50.0,1.16,1.0
1851,30.0,0.88,1.0
1852,30.0,1.04,1.0
1853,30.0,1.18,1.0
1854,50.0,1.0,0.0
1855,30.0,0.96,0.0
1856,30.0,0.96,1.0
1857,30.0,1.0,1.0
1858,20.0,1.02,0.0
1859,30.0,1.08,1.0
1860,40.0,1.1,0.0
1861,40.0,0.98,0.0
1862,30.0,0.92,1.0
1863,40.0,1.0,0.0
1864,40.0,0.94,1.0
1865,30.0,1.04,1.0
1866,50.0,1.0,1.0
1867,30.0,1.04,1.0
1868,30.0,0.9,1.0
1869,30.0,0.96,0.0
1870,20.0,0.88,1.0
1871,40.0,1.06,1.0
1872,40.0,0.92,1.0
1873,30.0,1.02,0.0
1874,50.0,0.94,0.0
1875,40.0,1.0,1.0
1876,30.0,0.98,0.0
1877,30.0,0.92,0.0
1878,40.0,1.04,0.0
1879,50.0,0.96,1.0
1880,20.0,1.0,0.0
1881,40.0,0.92,0.0
1882,40.0,0.96,1.0
1883,30.0,1.04,1.0
1884,40.0,0.98,0.0
1885,40.0,1.0,0.0
1886,40.0,0.92,0.0
1887,40.0,1.0,0.0
1888,40.0,0.94,1.0
1889,40.0,0.86,0.0
1890,50.0,1.04,1.0
1891,50.0,1.1,1.0
1892,30.0,1.08,0.0
1893,30.0,1.1,1.0
1894,30.0,1.1,1.0
1895,30.0,1.28,1.0
1896,40.0,0.88,1.0
1897,40.0,1.06,1.0
1898,30.0,1.12,1.0
1899,50.0,1.04,1.0
1900,50.0,0.92,1.0
1901,30.0,1.0,0.0
1902,50.0,1.02,0.0
1903,30.0,1.16,0.0
1904,20.0,0.92,0.0
1905,30.0,1.06,0.0
1906,50.0,1.1,1.0
1907,40.0,1.04,0.0
1908,40.0,1.04,0.0
1909,30.0,0.88,1.0
1910,30.0,0.96,1.0
1911,40.0,0.96,1.0
1912,30.0,0.86,1.0
1913,40.0,1.14,0.0
1914,40.0,0.96,0.0
1915,50.0,0.96,1.0
1916,30.0,0.88,0.0
1917,50.0,0.96,0.0
1918,40.0,1.0,0.0
1919,30.0,0.78,1.0
1920,40.0,0.92,1.0
1921,40.0,0.88,1.0
1922,40.0,1.08,0.0
1923,50.0,1.04,1.0
1924,30.0,1.08,0.0
1925,40.0,1.12,1.0
1926,40.0,0.98,1.0
1927,20.0,1.04,0.0
1928,30.0,1.1,1.0
1929,30.0,1.08,1.0
